date,DAY_OF_THE_WEEK,HOSPITAL_CENSUS_M,INDX_UCDH_TEST_PT_CNT,INDX_UCDH_POS_PT_CNT,INDX_UCDH_POSITIVITY_RATE,INDX_POS_PT_NEW_ADM_CNT,INDX_POS_PT_NEW_ADM_PCT,INDX_POS_PT_IN_HOUSE_D6_CNT,INDX_POS_PT_IN_HOUSE_D6_PCT,INDX_POS_PT_IN_HOUSE_D7_CNT,INDX_POS_PT_IN_HOUSE_D7_PCT,INDX_POS_PT_ALL_ADM_CNT,INDX_POS_PT_ALL_ADM_PCT,OUTREACH_TEST_CNT,OUTREACH_POS_TEST_CNT,OUTREACH_POSITIVITY_RATE,COVID_RULE_OUT_PT_CNT_M,COVID_POS_PT_CNT_EVER,COVID_PT_CNT_M,COVID_NEW_ADM_CNT,COVID_NEW_ADM_FLAG,COVID_DISCHARGE_CNT,COVID_DISCHARGE_PCT,DISCH_ICU_VENT_CNT,DISCH_ICU_NO_VENT_CNT,DISCH_MED_SURG_HFNC_CNT,DISCH_MED_SURG_NO_HFNC_CNT,COVID_MALE_CNT_M,COVID_MALE_PCT_M,COVID_AVG_AGE_M,COVID_MED_SURG_CNT_M,COVID_MED_SURG_HFNC_CNT_M,COVID_MED_SURG_HFNC_PCT_M,COVID_MED_SURG_NO_HFNC_CNT_M,COVID_MED_SURG_NO_HFNC_PCT_M,COVID_ICU_CNT_M,COVID_ICU_VENT_CNT_M,COVID_ICU_VENT_PCT_M,COVID_ICU_NO_VENT_CNT_M,COVID_ICU_NO_VENT_PCT_M,COVID_ACTIVE_DNR_CNT_M,COVID_ACTIVE_DNR_PCT_M,TESTED_PT_CNT_MEAN,TESTED_PT_CNT_SLOPE,TESTED_PT_CNT_STD,POSITIVITY_RATE_MEAN,POSITIVITY_RATE_SLOPE,POSITIVITY_RATE_STD,OUTREACH_TEST_CNT_MEAN,OUTREACH_TEST_CNT_SLOPE,OUTREACH_TEST_CNT_STD,OUTREACH_POSITIVITY_MEAN,OUTREACH_POSITIVITY_SLOPE,OUTREACH_POSITIVITY_STD,COVID_PT_CNT_MIDNIGHT_MEAN,COVID_PT_CNT_MIDNIGHT_SLOPE,COVID_PT_CNT_MIDNIGHT_STD,COVID_NEW_ADM_MEAN,COVID_NEW_ADM_SLOPE,COVID_NEW_ADM_STD,COVID_DISCHARGE_MEAN,COVID_DISCHARGE_SLOPE,COVID_DISCHARGE_STD,COVID_DISCHARGE_PCT_MEAN,COVID_DISCHARGE_PCT_SLOPE,COVID_DISCHARGE_PCT_STD
2020-06-01,1,547,328,1,0.3,1,100,0,0,0,0,1,100,9,0,0,9,9,9,1,0,0,0,0,0,0,0,5,56,44.44,8,0,0,8,100,1,1,100,0,0,0,0,226.2,14.5,70.03,0.87,-0.42,0.82,34.6,-11.3,44.07,0,0,0,8,0.4,0.71,0.6,0.2,0.55,0.2,0.1,0.45,2.22,1.11,4.97
2020-06-02,2,529,290,3,1.03,1,100,0,0,0,0,1,33.33,13,1,7.69,8,10,9,1,0,1,10,0,0,0,1,4,44,50.22,8,0,0,8,100,1,1,100,0,0,0,0,242.8,21.5,74.07,0.69,-0.07,0.6,33.4,-20.3,44.68,1.54,1.54,3.44,8.4,0.3,0.55,0.8,0.1,0.45,0.4,0.2,0.55,4.22,2,5.8
2020-06-03,3,529,236,3,1.27,0,0,0,0,0,0,0,0,59,1,1.69,6,9,9,0,0,0,0,0,0,0,0,4,44,50.22,6,0,0,6,100,3,1,33.33,2,66.67,0,0,237,26.8,73.02,0.64,0.3,0.52,22.6,8.7,20.74,1.88,1.11,3.33,8.6,0.3,0.55,0.6,0,0.55,0.4,0,0.55,4.22,-0.11,5.8
2020-06-04,4,554,207,1,0.48,1,100,0,0,0,0,1,100,119,0,0,9,10,10,1,0,0,0,0,0,0,0,5,50,51.7,7,0,0,7,100,3,0,0,3,100,0,0,245.8,-1.4,63.96,0.74,0.07,0.4,44,24.8,46.4,1.88,0.17,3.33,9,0.4,0.71,0.8,-0.1,0.45,0.4,-0.2,0.55,4.22,-2.22,5.8
2020-06-05,5,547,317,4,1.26,1,100,0,0,0,0,1,25,33,2,6.06,5,11,11,1,0,0,0,0,0,0,0,5,45,52.73,9,0,0,9,100,2,0,0,2,100,0,0,275.6,-10.5,52.3,0.87,0.14,0.45,46.6,15.4,45.06,3.09,0.44,3.57,9.6,0.5,0.89,0.8,0,0.45,0.2,-0.1,0.45,2,-1,4.47
2020-06-06,6,521,144,0,0,0,0,0,0,0,0,0,0,13,0,0,2,11,10,0,0,1,9.09,0,0,0,1,5,50,54.3,9,0,0,9,100,1,0,0,1,100,0,0,238.8,-21.1,68.45,0.81,-0.21,0.55,47.4,-2.6,44.26,3.09,-1.1,3.57,9.8,0.4,0.84,0.6,-0.1,0.55,0.4,0,0.55,3.82,-0.18,5.24
2020-06-07,0,519,167,1,0.6,0,0,0,0,0,0,0,0,6,0,0,7,11,11,1,0,0,0,0,0,0,0,6,55,55.45,11,0,0,11,100,0,0,0,0,0,0,0,214.2,-20.1,67.55,0.72,-0.18,0.54,46,-21.2,45.71,1.55,-0.34,2.63,10.2,0.4,0.84,0.6,0.1,0.55,0.2,0.1,0.45,1.82,0.91,4.07
2020-06-08,1,532,364,1,0.27,0,0,0,0,0,0,0,0,17,0,0,6,12,11,1,0,1,8.33,1,0,0,0,5,45,56,11,0,0,11,100,0,0,0,0,0,0,0,239.8,16.4,96.1,0.52,-0.11,0.47,37.6,-23.1,46.57,1.21,-0.61,2.71,10.6,0.2,0.55,0.8,0,0.45,0.4,0.2,0.55,3.48,1.67,4.78
2020-06-09,2,540,290,0,0,0,0,0,0,0,0,0,0,224,0,0,5,11,10,0,0,1,9.09,0,0,0,1,5,50,55.3,10,0,0,10,100,0,0,0,0,0,0,0,256.4,16.6,96.18,0.43,-0.23,0.53,58.6,38.6,92.99,1.21,-1.21,2.71,10.6,-0.1,0.55,0.6,-0.1,0.55,0.6,0.2,0.55,5.3,1.74,4.85
2020-06-10,3,541,267,3,1.12,1,100,0,0,0,0,1,33.33,113,0,0,4,11,10,1,0,1,9.09,1,0,0,0,5,50,57.4,10,0,0,10,100,0,0,0,0,0,0,0,246.4,36.9,90.75,0.4,0.16,0.47,74.6,41.8,94.36,0,0,0,10.4,-0.1,0.55,0.6,0.1,0.55,0.8,0.1,0.45,7.12,0.91,3.99
2020-06-11,4,558,250,4,1.6,0,0,0,0,0,0,0,0,39,0,0,8,10,9,0,0,1,10,0,0,0,1,5,56,58.11,8,0,0,8,100,1,0,0,1,100,0,0,267.6,6.9,71.11,0.72,0.29,0.65,79.8,16.2,90.76,0,0,0,10.2,-0.5,0.84,0.6,-0.2,0.55,0.8,0.2,0.45,7.3,2.08,4.13
2020-06-12,5,550,322,4,1.24,0,0,0,0,0,0,0,0,70,2,2.86,7,9,7,0,0,2,22.22,0,1,0,1,4,57,58,6,0,0,6,100,1,0,0,1,100,0,0,298.6,-12.4,45.44,0.85,0.35,0.68,92.6,-7.9,81.83,0.57,0.57,1.28,9.4,-0.9,1.52,0.4,-0.2,0.55,1.2,0.2,0.45,11.75,2.87,5.89
2020-06-13,6,545,148,1,0.68,1,100,0,0,0,0,1,100,13,0,0,4,8,8,1,0,0,0,0,0,0,0,5,63,54.25,6,0,0,6,100,2,0,0,2,100,1,12.5,255.4,-22.9,65.82,0.93,0.15,0.61,91.8,-46.5,82.76,0.57,0.29,1.28,8.8,-0.7,1.3,0.4,0.1,0.55,1,-0.1,0.71,10.08,-0.51,7.92
2020-06-14,0,541,167,4,2.4,2,100,0,0,0,0,2,50,9,0,0,3,10,10,2,0,0,0,0,0,0,0,6,60,55.9,8,0,0,8,100,2,0,0,2,100,1,10,230.8,-30.2,72.32,1.41,0.16,0.65,48.8,-23.4,43.4,0.57,0,1.28,8.8,-0.1,1.3,0.8,0.3,0.84,0.8,-0.3,0.84,8.26,-2.82,9.15
2020-06-15,1,555,387,7,1.81,2,100,0,0,0,0,2,28.57,225,0,0,12,12,12,2,0,0,0,0,0,0,0,8,67,55.5,10,0,0,10,100,2,0,0,2,100,1,8.33,254.8,11.9,101.4,1.55,0.16,0.64,71.2,31.1,89.37,0.57,-0.29,1.28,9.2,0.9,1.92,1,0.6,1,0.6,-0.4,0.89,6.44,-4.22,9.83
2020-06-16,2,562,308,5,1.62,0,0,0,0,0,0,0,0,64,0,0,7,13,12,1,0,1,7.69,0,0,0,1,9,75,52.83,11,1,9.09,10,90.91,1,0,0,1,100,1,8.33,266.4,21.1,104,1.55,0.19,0.64,76.2,20,87.81,0.57,-0.57,1.28,9.8,1.4,2.28,1.2,0.3,0.84,0.6,-0.2,0.89,5.98,-2.91,9.67
2020-06-17,3,556,265,7,2.64,2,100,0,0,0,0,2,28.57,169,3,1.78,11,14,14,2,0,0,0,0,0,0,0,10,71,53.71,13,2,15.38,11,84.62,1,0,0,1,100,1,7.14,255,37.5,99.41,1.83,0.31,0.77,96,36.7,96.76,0.36,0.36,0.8,11.2,1.4,2.28,1.6,0.1,0.55,0.2,0.1,0.45,1.54,0.77,3.44
2020-06-18,4,573,245,11,4.49,2,100,0,0,0,0,2,18.18,201,0,0,6,16,16,2,0,0,0,0,0,0,0,11,69,52.69,11,0,0,11,100,5,0,0,5,100,1,6.25,274.4,3.4,81.08,2.59,0.5,1.14,133.6,32.8,92.9,0.36,0.18,0.8,12.8,1.4,2.28,1.8,0,0.45,0.2,0,0.45,1.54,0,3.44
2020-06-19,5,542,372,13,3.49,1,100,0,0,0,0,1,7.69,190,12,6.32,2,17,17,1,0,0,0,0,0,0,0,12,71,53.47,11,0,0,11,100,6,2,33.33,4,66.67,1,5.88,315.4,-9.3,63.01,2.81,0.62,1.2,169.8,6.7,62.5,1.62,1.26,2.74,14.2,1.4,2.28,1.6,-0.1,0.55,0.2,-0.1,0.45,1.54,-0.77,3.44
2020-06-20,6,540,179,7,3.91,2,100,0,0,0,0,2,28.57,9,0,0,9,19,19,2,0,0,0,0,0,0,0,14,74,53.21,14,0,0,14,100,5,2,40,3,60,1,5.26,273.8,-15.1,71.95,3.23,0.54,1.12,126.6,-8.9,85.3,1.62,0.45,2.74,15.6,1.7,2.7,1.6,0.1,0.55,0.2,-0.2,0.45,1.54,-1.54,3.44
2020-06-21,0,532,149,2,1.34,0,0,0,0,0,0,0,0,10,0,0,4,20,17,1,0,3,15,0,1,0,2,12,71,51.88,12,0,0,12,100,5,2,40,3,60,1,5.88,242,-29.8,86.68,3.17,-0.32,1.23,115.8,-51,97.72,1.62,-0.36,2.74,16.6,0.9,1.82,1.6,-0.2,0.55,0.6,0.6,1.34,3,3,6.71
2020-06-22,1,552,385,14,3.64,3,100,0,0,0,0,3,21.43,233,0,0,9,21,21,4,0,0,0,0,0,0,0,14,67,53.76,17,0,0,17,100,4,2,50,2,50,1,4.76,266,5.7,108.51,3.37,-0.39,1.2,128.6,-11.6,109.87,1.26,-0.63,2.83,18,1,2,2,0.4,1.23,0.6,0.3,1.34,3,1.5,6.71
2020-06-23,2,543,391,17,4.35,1,50,1,50,0,0,2,11.76,366,2,0.55,8,23,23,2,0,0,0,0,0,0,0,15,65,53.61,19,0,0,19,100,4,2,50,2,50,1,4.35,295.2,24.4,120.43,3.35,0.15,1.17,161.6,57.6,153.26,1.37,-1.15,2.78,19.4,1.4,2.61,2,0.4,1.23,0.6,0,1.34,3,0,6.71
2020-06-24,3,530,325,21,6.46,3,60,2,40,0,0,5,23.81,489,10,2.04,9,28,24,5,0,4,14.29,0,0,0,4,15,63,54.58,20,0,0,20,100,4,2,50,2,50,1,4.17,285.8,53.4,114.64,3.94,0.81,1.83,221.4,131.6,213.58,0.52,0.46,0.88,20.8,1.6,2.86,2.8,0.7,1.64,1.4,0.5,1.95,5.86,1.36,8.03
2020-06-25,4,544,363,18,4.96,2,40,2,40,1,20,5,27.78,491,3,0.61,10,27,25,3,0,2,7.41,1,1,0,0,16,64,54.84,20,0,0,20,100,5,2,40,3,60,1,4,322.6,36.8,100.43,4.15,1.01,1.88,317.8,121.8,202.21,0.64,0.33,0.84,22,1.9,3.16,3,0.5,1.58,1.8,0.2,1.79,7.34,-0.09,7.33
2020-06-26,5,533,401,22,5.49,2,100,0,0,0,0,2,9.09,407,12,2.95,10,27,24,2,0,3,11.11,0,1,0,2,16,67,54.79,18,0,0,18,100,6,2,33.33,4,66.67,1,4.17,373,0.4,30.23,4.98,0.43,1.08,397.2,47.3,106.37,1.23,0.6,1.22,23.4,0.8,1.52,3.2,-0.3,1.3,1.8,0.8,1.79,6.56,2.96,6.47
2020-06-27,6,522,222,10,4.5,3,100,0,0,0,0,3,30,122,2,1.64,9,26,25,2,0,1,3.85,0,0,0,1,18,72,54.6,19,1,5.26,18,94.74,6,2,33.33,4,66.67,1,4,340.4,-26.2,72.46,5.15,-0.07,0.86,375,-57,151.3,1.56,0.31,1.01,24.2,0.4,0.84,2.8,-0.3,1.3,2,0.1,1.58,7.33,0.45,5.67
2020-06-28,0,528,201,12,5.97,2,100,0,0,0,0,2,16.67,30,8,26.67,6,27,24,2,0,3,11.11,0,0,0,3,17,71,53.75,17,0,0,17,100,7,1,14.29,6,85.71,1,4.17,302.4,-38.9,87.54,5.48,-0.14,0.78,307.8,-128.7,216.76,6.78,5.03,11.15,24.4,0,0.55,2.8,-0.7,1.3,2.6,-0.3,1.14,9.55,-0.99,4.01
2020-06-29,1,543,428,13,3.04,2,100,0,0,0,0,2,15.38,271,3,1.11,8,28,23,4,0,5,17.86,1,1,0,3,17,74,54.35,17,1,5.88,16,94.12,6,2,33.33,4,66.67,1,4.35,323,-7,104.64,4.79,-0.34,1.12,264.2,-81.7,191.67,6.6,2.47,11.26,24.2,-0.4,0.84,2.6,0.2,0.89,2.8,0.6,1.48,10.27,2.09,5.21
2020-06-30,2,544,425,32,7.53,3,75,1,25,0,0,4,12.5,199,13,6.53,11,28,26,5,0,2,7.14,0,0,0,2,18,69,50.77,19,0,0,19,100,7,2,28.57,5,71.43,1,3.85,335.4,25.4,113.83,5.31,0.26,1.67,205.8,-26.7,143.79,7.78,0.66,10.77,24.4,0.2,1.14,3,0.8,1.41,2.8,0.2,1.48,10.21,0.61,5.24
2020-07-01,3,548,363,17,4.68,0,0,1,100,0,0,1,5.88,200,17,8.5,13,28,27,2,0,1,3.57,0,0,0,1,20,74,53.44,20,1,5,19,95,7,3,42.86,4,57.14,1,3.7,327.8,50.6,109.54,5.14,0.19,1.69,164.4,32.5,91.77,8.89,-0.64,10.43,25,0.6,1.58,3,0.3,1.41,2.4,-0.1,1.67,8.71,-0.45,5.96
2020-07-02,4,564,464,18,3.88,0,0,1,100,0,0,1,5.56,160,1,0.63,7,28,28,1,0,0,0,0,0,0,0,20,71,53.64,22,3,13.64,19,86.36,6,2,33.33,4,66.67,1,3.57,376.2,46.1,104.45,5.02,-0.25,1.77,172,18.9,88.91,8.69,-4.47,10.61,25.6,1.2,2.07,2.8,-0.4,1.64,2.2,-1,1.92,7.94,-3.65,6.91
2020-07-03,5,524,187,5,2.67,3,100,0,0,1,33.33,3,60,198,9,4.55,14,30,26,3,0,4,13.33,0,0,0,4,20,77,56.92,20,3,15,17,85,6,2,33.33,4,66.67,1,3.85,373.4,-44.3,110.35,4.36,-0.44,1.94,205.6,-18.5,40.28,4.26,0.1,3.4,26,0.8,1.87,3,-0.6,1.58,2.4,-0.4,2.07,8.38,-1.62,7.23
2020-07-04,6,526,117,7,5.98,2,100,0,0,0,0,2,28.57,26,6,23.08,10,30,30,4,0,0,0,0,0,0,0,23,77,58.07,24,1,4.17,23,95.83,6,2,33.33,4,66.67,1,3.33,311.2,-79.2,151.76,4.95,-0.51,1.88,156.6,-34.8,74.94,8.66,2.92,8.57,27.4,0.7,1.67,3,-0.1,1.58,1.4,-0.1,1.67,4.81,-0.45,5.61
2020-07-05,0,527,233,11,4.72,1,50,1,50,0,0,2,18.18,171,5,2.92,6,32,30,2,0,2,6.25,0,0,0,2,22,73,58.33,24,2,8.33,22,91.67,6,2,33.33,4,66.67,1,3.33,272.8,-60.7,139.56,4.39,0.22,1.22,151,-19.2,71.97,7.94,1.13,8.94,28.2,0.8,1.79,2.4,0.3,1.14,1.4,0.2,1.67,4.63,0.54,5.53
2020-07-06,1,538,482,24,4.98,3,75,1,25,0,0,4,16.67,239,18,7.53,6,34,32,4,0,2,5.88,0,0,1,1,23,72,59.41,23,2,8.7,21,91.3,9,3,33.33,6,66.67,2,6.25,296.6,8.2,166.37,4.45,0.43,1.24,158.8,13.1,80.24,7.74,1.22,8.94,29.2,1.2,2.28,2.8,0.5,1.3,1.6,0.2,1.67,5.09,0.47,5.52
2020-07-07,2,544,499,30,6.01,0,0,1,100,0,0,1,3.33,186,10,5.38,10,34,30,2,0,4,11.76,0,1,0,3,20,67,59.43,22,1,4.55,21,95.45,8,4,50,4,50,2,6.67,303.6,98.9,175.65,4.87,0.57,1.36,164,18.9,81.18,8.69,-1.39,8.21,29.6,1,2.19,3,-0.2,1,2.4,0.2,1.67,7.44,0.27,5.31
2020-07-08,3,557,469,30,6.4,0,0,2,100,0,0,2,6.67,104,17,16.35,9,32,30,2,0,2,6.25,0,0,0,2,21,70,60.2,23,1,4.35,22,95.65,7,4,57.14,3,42.86,2,6.67,360,97,174.12,5.62,0.21,0.73,145.2,17.1,82.21,11.05,-1.1,8.42,30.4,0,0.89,2.8,-0.4,1.1,2,0.6,1.41,6.03,1.8,4.16
2020-07-09,4,581,338,20,5.92,2,66.67,1,33.33,0,0,3,15,37,6,16.22,17,33,29,3,0,4,12.12,1,0,0,3,18,62,59.38,23,4,17.39,19,82.61,6,5,83.33,1,16.67,2,6.9,404.2,19.7,115.03,5.61,0.38,0.72,147.4,-40.3,78.28,9.68,3.54,6.25,30.2,-0.4,1.1,2.6,0,0.89,2.8,0.4,1.1,8.45,1.21,3.19
2020-07-10,5,571,423,24,5.67,4,100,0,0,0,0,4,16.67,45,8,17.78,12,33,33,4,0,0,0,0,0,0,0,20,61,60.97,26,3,11.54,23,88.46,7,6,85.71,1,14.29,4,12.12,442.2,-27.9,64.72,5.8,0.13,0.53,122.2,-53.7,88.41,12.65,3.13,5.74,30.8,0.1,1.64,3,0.1,1,2.4,-0.4,1.67,7.2,-1.14,4.99
2020-07-11,6,577,221,14,6.33,2,100,0,0,0,0,2,14.29,23,2,8.7,19,38,36,5,0,2,5.26,0,0,0,2,21,58,58.5,27,1,3.7,26,96.3,9,6,66.67,3,33.33,4,11.11,390,-60.2,112.33,6.07,-0.01,0.3,79,-38.5,67.32,12.89,0.81,5.5,31.6,1.5,2.88,3.2,0.8,1.3,2.4,-0.6,1.67,7.08,-1.93,5.04
2020-07-12,0,577,196,11,5.61,0,0,1,100,0,0,1,9.09,35,2,5.71,13,36,32,0,0,4,11.11,1,2,0,1,20,63,59.31,24,0,0,24,100,8,5,62.5,3,37.5,3,9.38,329.4,-66.3,120.28,5.99,-0.12,0.37,48.8,-15.2,31.85,12.95,-2.88,5.39,32,1.1,2.74,2.8,-0.2,1.92,2.4,0.2,1.67,6.95,0.29,4.89
2020-07-13,1,585,462,24,5.19,3,60,1,20,1,20,5,20.83,53,7,13.21,14,36,34,4,0,2,5.56,1,0,0,1,20,59,57.44,26,0,0,26,100,8,4,50,4,50,4,11.76,328,2.1,118.27,5.74,-0.15,0.42,38.6,2.2,11.26,12.32,-1.81,5.07,32.8,0.9,2.59,3.2,-0.2,1.92,2.4,0,1.67,6.81,-0.2,4.93
2020-07-14,2,584,442,22,4.98,1,100,0,0,0,0,1,4.55,46,14,30.43,18,37,36,3,0,1,2.7,1,0,0,0,21,58,56,30,0,0,30,100,6,5,83.33,1,16.67,3,8.33,348.8,27.9,129.12,5.56,-0.25,0.52,40.4,3.2,11.65,15.17,2.98,9.68,34.2,0.4,1.79,3.2,-0.3,1.92,1.8,0.2,1.48,4.93,0.57,4.12
2020-07-15,3,596,374,19,5.08,2,50,2,50,0,0,4,21.05,50,6,12,9,38,36,2,0,2,5.26,0,1,1,0,20,56,54.94,31,1,3.23,30,96.77,5,5,100,0,0,3,8.33,339,55.2,123.83,5.44,-0.31,0.55,41.4,6.5,12.34,14.01,3.13,9.64,34.8,0.4,1.79,2.8,-0.3,1.92,2.2,-0.3,1.1,5.98,-0.84,3.09
2020-07-16,4,588,316,25,7.91,1,100,0,0,0,0,1,4,53,2,3.77,8,38,33,2,0,5,13.16,0,0,0,5,19,58,57.33,25,0,0,25,100,8,4,50,4,50,2,6.06,358,15.2,107.4,5.75,0.45,1.23,47.4,3.3,7.5,13.02,-0.51,10.53,34.2,0.4,1.79,2.2,0.2,1.48,2.8,0.2,1.64,7.56,0.38,4.38
2020-07-17,5,546,368,24,6.52,4,100,0,0,0,0,4,16.67,81,9,11.11,7,38,31,5,0,7,18.42,1,3,1,2,18,58,56.45,24,0,0,24,100,7,4,57.14,3,42.86,2,6.45,392.4,-31.4,59.32,5.94,0.56,1.27,56.6,6.3,13.94,14.1,-3.09,9.84,34,-0.9,2.12,3.2,0.1,1.3,3.4,1.4,2.51,9.02,3.62,6.55
2020-07-18,6,528,194,15,7.73,4,80,1,20,0,0,5,33.33,27,7,25.93,8,36,31,5,0,5,13.89,0,0,0,5,20,65,57.84,21,1,4.76,20,95.24,10,6,60,4,40,2,6.45,338.8,-50.2,92.51,6.44,0.69,1.4,51.4,-0.7,19.4,16.65,-0.99,11.12,33.4,-1.5,2.51,3.4,0.7,1.52,4,1.3,2.45,10.69,3.55,6.51
2020-07-19,0,516,176,13,7.39,2,100,0,0,0,0,2,15.38,34,4,11.76,9,34,32,3,0,2,5.88,1,0,0,1,20,63,54.97,21,0,0,21,100,11,7,63.64,4,36.36,1,3.13,285.6,-51.8,94.78,6.93,0.44,1.16,49,-5.8,20.92,12.91,2.17,8.04,32.6,-1,2.07,3.4,0.5,1.52,4.2,0,2.17,11.32,0.2,5.63
2020-07-20,1,530,443,19,4.29,3,50,1,16.67,2,33.33,6,31.58,58,9,15.52,15,38,36,6,1,2,5.26,1,0,0,1,25,69,53.94,25,0,0,25,100,11,7,63.64,4,36.36,1,2.78,299.4,6.2,113.95,6.77,-0.64,1.49,50.6,-3.7,21.31,13.62,2.42,8.09,32.6,0.7,2.07,4.2,0.6,1.64,4.2,-1.1,2.17,11.32,-2.83,5.63
2020-07-21,2,541,463,29,6.26,3,50,2,33.33,1,16.67,6,20.69,54,7,12.96,10,40,37,4,0,3,7.5,0,2,0,1,23,62,55.43,26,0,0,26,100,11,8,72.73,3,27.27,1,2.7,328.8,43.9,136.11,6.44,-0.4,1.34,50.8,-2.3,21.35,15.46,-0.67,6.09,33.4,1.7,2.88,4.6,-0.1,1.14,3.8,-1.1,2.17,10.19,-3.05,5.74
2020-07-22,3,540,341,24,7.04,5,55.56,1,11.11,3,33.33,9,37.5,61,7,11.48,21,43,38,6,1,5,11.63,0,2,0,3,27,71,55.24,26,0,0,26,100,12,8,66.67,4,33.33,1,2.63,323.4,58.1,134.7,6.54,-0.25,1.37,46.8,8.8,15.29,15.53,-2.77,6.03,34.8,1.9,3.11,4.8,0.3,1.3,3.4,0.1,1.52,8.83,-0.29,3.76
2020-07-23,4,562,458,24,5.24,1,100,0,0,0,0,1,4.17,64,11,17.19,8,40,38,2,0,2,5,0,0,0,2,26,68,57.11,26,1,3.85,25,96.15,12,8,66.67,4,33.33,1,2.63,376.2,46.2,122.48,6.04,-0.16,1.28,54.2,6.3,11.88,13.78,0.68,2.49,36.2,1.4,2.49,4.2,-0.2,1.79,2.8,0.3,1.3,7.05,0.46,2.74
2020-07-24,5,547,561,20,3.57,4,80,1,20,0,0,5,25,85,8,9.41,15,43,38,5,0,5,11.63,0,1,0,4,25,66,58.79,25,1,4,24,96,13,9,69.23,4,30.77,1,2.63,453.2,23.1,78.16,5.28,-0.25,1.41,64.4,6.4,12.1,13.31,-0.8,3.11,37.4,0.5,0.89,4.6,-0.4,1.67,3.4,0.5,1.52,8.2,1.02,3.28
2020-07-25,6,545,211,8,3.79,3,75,1,25,0,0,4,50,29,5,17.24,14,42,41,4,0,1,2.38,1,0,0,0,26,63,57.02,30,4,13.33,26,86.67,11,8,72.73,3,27.27,0,0,406.8,-28.4,134.37,5.18,-0.84,1.51,58.6,-2.6,20.18,13.66,0.65,3.49,38.4,0.8,1.52,4.2,-0.1,1.48,3.2,-0.4,1.79,7.63,-1.02,4.08
2020-07-26,0,558,215,11,5.12,5,83.33,1,16.67,0,0,6,54.55,27,11,40.74,10,46,45,5,0,1,2.17,0,0,0,1,30,67,56.84,32,3,9.38,29,90.63,13,8,61.54,5,38.46,0,0,357.2,-49.9,152.93,4.95,-0.53,1.39,53.2,-10.3,24.8,19.21,5.86,12.52,40,1.7,3.08,4.4,0,1.52,2.8,-0.9,2.05,6.56,-2.15,4.76
2020-07-27,1,574,443,15,3.39,2,66.67,0,0,1,33.33,3,20,58,5,8.62,10,47,44,2,0,3,6.38,0,1,0,2,28,64,57.41,30,1,3.33,29,96.67,14,8,57.14,6,42.86,3,6.82,377.6,-37.6,156.98,4.22,-0.22,0.89,52.6,-7,24.6,18.64,1.42,13.02,41.2,1.9,3.27,3.6,0,1.52,2.4,-0.2,1.67,5.51,-0.67,3.85
2020-07-28,2,584,447,17,3.8,3,100,0,0,0,0,3,17.65,68,15,22.06,9,49,47,5,0,2,4.08,0,0,0,2,30,64,55.81,34,4,11.76,30,88.24,13,8,61.54,5,38.46,2,4.26,375.4,0.4,155.64,3.93,0.01,0.68,53.4,-0.5,25.13,19.61,1.67,13.07,43,2.1,3.54,4.2,-0.2,1.3,2.4,-0.4,1.67,5.33,-1.11,3.91
2020-07-29,3,568,316,21,6.65,3,60,1,20,1,20,5,23.81,63,1,1.59,7,52,48,5,0,4,7.69,0,0,0,4,30,63,56.33,32,3,9.38,29,90.63,16,8,50,8,50,3,6.25,326.4,44.2,116.16,4.55,0.44,1.34,49,10.9,19.51,18.05,-5,14.93,45,1.6,2.74,4.2,0.2,1.3,2.2,0.7,1.3,4.54,1.25,2.44
2020-07-30,4,562,339,22,6.49,2,66.67,1,33.33,0,0,3,13.64,66,4,6.06,7,51,48,3,0,3,5.88,0,0,0,3,32,67,56.25,32,4,12.5,28,87.5,16,7,43.75,9,56.25,2,4.17,352,12.1,96.88,5.09,0.6,1.5,56.4,8.3,16.86,15.81,-7.64,15.89,46.4,1,1.82,4,-0.1,1.41,2.6,0.5,1.14,5.24,0.87,2.15
2020-07-31,5,547,378,17,4.5,3,75,1,25,0,0,4,23.53,107,9,8.41,11,52,48,5,0,4,7.69,1,0,1,2,30,63,55.4,32,4,12.5,28,87.5,16,8,50,8,50,2,4.17,384.6,-23.8,59.44,4.97,0.49,1.52,72.4,9.6,19.71,9.35,-1.64,7.65,47,0.9,1.73,4,0.4,1.41,3.2,0.3,0.84,6.34,0.44,1.5
2020-08-01,6,541,253,25,9.88,6,85.71,1,14.29,0,0,7,28,16,2,12.5,16,57,52,9,1,5,8.77,0,0,0,5,33,63,53.94,35,4,11.43,31,88.57,17,11,64.71,6,35.29,4,7.69,346.6,-32.6,72.15,6.26,1,2.37,64,-6,32.3,10.12,-1.23,7.75,48.6,1,1.95,5.4,0.8,2.19,3.6,0.6,1.14,6.82,0.94,1.85
2020-08-02,0,537,187,9,4.81,2,50,1,25,1,25,4,44.44,16,0,0,8,56,53,4,0,3,5.36,1,1,0,1,35,66,54.55,39,8,20.51,31,79.49,14,9,64.29,5,35.71,4,7.55,294.6,-34.4,75.32,6.47,-0.03,2.14,53.6,-14.4,38.48,5.71,0.33,5.08,49.8,1.4,2.49,5.2,0.4,2.28,3.8,0,0.84,7.08,-0.18,1.41
