date,DAY_OF_THE_WEEK,HOSPITAL_CENSUS_M,INDX_UCDH_TEST_PT_CNT,INDX_UCDH_POS_PT_CNT,INDX_UCDH_POSITIVITY_RATE,INDX_POS_PT_NEW_ADM_CNT,INDX_POS_PT_NEW_ADM_PCT,INDX_POS_PT_IN_HOUSE_D6_CNT,INDX_POS_PT_IN_HOUSE_D6_PCT,INDX_POS_PT_IN_HOUSE_D7_CNT,INDX_POS_PT_IN_HOUSE_D7_PCT,INDX_POS_PT_ALL_ADM_CNT,INDX_POS_PT_ALL_ADM_PCT,OUTREACH_TEST_CNT,OUTREACH_POS_TEST_CNT,OUTREACH_POSITIVITY_RATE,COVID_RULE_OUT_PT_CNT_M,COVID_POS_PT_CNT_EVER,COVID_PT_CNT_M,COVID_NEW_ADM_CNT,COVID_NEW_ADM_FLAG,COVID_DISCHARGE_CNT,COVID_DISCHARGE_PCT,DISCH_ICU_VENT_CNT,DISCH_ICU_NO_VENT_CNT,DISCH_MED_SURG_HFNC_CNT,DISCH_MED_SURG_NO_HFNC_CNT,COVID_MALE_CNT_M,COVID_MALE_PCT_M,COVID_AVG_AGE_M,COVID_MED_SURG_CNT_M,COVID_MED_SURG_HFNC_CNT_M,COVID_MED_SURG_HFNC_PCT_M,COVID_MED_SURG_NO_HFNC_CNT_M,COVID_MED_SURG_NO_HFNC_PCT_M,COVID_ICU_CNT_M,COVID_ICU_VENT_CNT_M,COVID_ICU_VENT_PCT_M,COVID_ICU_NO_VENT_CNT_M,COVID_ICU_NO_VENT_PCT_M,COVID_ACTIVE_DNR_CNT_M,COVID_ACTIVE_DNR_PCT_M,TESTED_PT_CNT_MEAN,TESTED_PT_CNT_SLOPE,TESTED_PT_CNT_STD,POSITIVITY_RATE_MEAN,POSITIVITY_RATE_SLOPE,POSITIVITY_RATE_STD,OUTREACH_TEST_CNT_MEAN,OUTREACH_TEST_CNT_SLOPE,OUTREACH_TEST_CNT_STD,OUTREACH_POSITIVITY_MEAN,OUTREACH_POSITIVITY_SLOPE,OUTREACH_POSITIVITY_STD,COVID_PT_CNT_MIDNIGHT_MEAN,COVID_PT_CNT_MIDNIGHT_SLOPE,COVID_PT_CNT_MIDNIGHT_STD,COVID_NEW_ADM_MEAN,COVID_NEW_ADM_SLOPE,COVID_NEW_ADM_STD,COVID_DISCHARGE_MEAN,COVID_DISCHARGE_SLOPE,COVID_DISCHARGE_STD,COVID_DISCHARGE_PCT_MEAN,COVID_DISCHARGE_PCT_SLOPE,COVID_DISCHARGE_PCT_STD
2021-02-03,3,571,334,15,4.49,5,83.33,1,16.67,0,0,6,40,21,1,4.76,4,83,71,6,1,12,14.46,0,3,0,9,47,66,57.17,46,6,13.04,40,86.96,25,19,76,6,24,8,11.27,305.2,42.8,91.47,5.27,-0.28,1.28,27.6,2.1,16.15,9.44,-1.41,5.7,78.2,-2.6,4.44,4.2,1.3,2.49,7.2,1.9,3.7,8.44,2.33,4.46
2021-02-04,4,554,261,19,7.28,4,66.67,1,16.67,1,16.67,6,31.58,32,2,6.25,2,74,63,3,0,11,14.86,3,1,2,5,41,65,58.89,41,5,12.2,36,87.8,22,16,72.73,6,27.27,4,6.35,315.8,4.8,79.71,5.38,0.56,1.45,30.6,-0.2,15.04,9.51,-3.12,5.64,74.4,-4.5,7.47,4.4,0.4,2.3,8.2,2.3,3.96,10.05,3.13,5.13
2021-02-05,5,541,323,24,7.43,5,83.33,0,0,1,16.67,6,25,32,2,6.25,0,67,57,4,0,10,14.93,3,1,1,5,37,65,58.02,35,7,20,28,80,22,15,68.18,7,31.82,7,12.28,338.8,-26.1,52.91,5.91,0.8,1.65,33.8,-4.3,12.68,7.01,-1,2.32,69.6,-6,9.58,5,-0.7,1.41,9.8,0.8,1.92,12.55,1.82,3.13
2021-02-06,6,538,211,9,4.27,4,100,0,0,0,0,4,44.44,15,2,13.33,0,65,59,8,1,6,9.23,2,2,0,2,38,64,56.53,38,9,23.68,29,76.32,21,16,76.19,5,23.81,7,11.86,302.6,-35.7,67.36,6,-0.15,1.52,25.8,-1.7,7.53,7.5,1.44,3.35,65.4,-5,8.41,5.4,0.2,1.95,9.6,-0.8,2.3,12.79,-0.2,2.73
2021-02-07,0,547,192,5,2.6,2,50,2,50,0,0,4,80,10,0,0,0,61,58,2,0,3,4.92,0,0,1,2,37,64,56.36,36,6,16.67,30,83.33,22,16,72.73,6,27.27,8,13.79,264.2,-33.4,64,5.21,-0.68,2.09,22,-3.9,9.93,6.12,-0.24,4.78,61.6,-3,5.73,4.6,-0.3,2.41,8.4,-2.3,3.78,11.68,-2.47,4.48
2021-02-08,1,563,403,21,5.21,6,100,0,0,0,0,6,28.57,44,3,6.82,2,65,60,7,1,5,7.69,2,0,0,3,38,63,55.83,39,8,20.51,31,79.49,21,17,80.95,4,19.05,8,13.33,278,15.3,86.35,5.36,-0.9,2.05,26.6,0.2,13.89,6.53,-0.51,4.72,59.4,-0.5,2.3,4.8,0.6,2.59,7,-1.9,3.39,10.33,-2.44,4.45
2021-02-09,2,560,335,17,5.07,6,100,0,0,0,0,6,35.29,26,0,0,2,68,66,8,1,2,2.94,1,0,1,0,43,65,54.42,47,9,19.15,38,80.85,19,17,89.47,2,10.53,7,10.61,292.8,21.6,89.01,4.92,-0.38,1.75,25.4,1.7,13.56,5.28,-1.9,5.57,60,1.9,3.54,5.8,0.7,2.68,5.2,-1.7,3.11,7.94,-2.55,4.6
2021-02-10,3,572,315,15,4.76,1,50,1,50,0,0,2,13.33,27,0,0,0,69,60,3,0,9,13.04,1,2,0,6,40,67,55.28,41,8,19.51,33,80.49,19,16,84.21,3,15.79,7,11.67,291.2,35.1,88.4,4.38,0.35,1.06,24.4,4,13.13,4.03,-2.67,5.98,60.6,1,3.13,5.6,-0.4,2.88,5,0.5,2.74,7.56,0.56,3.91
2021-02-11,4,570,227,9,3.96,2,66.67,1,33.33,0,0,3,33.33,12,2,16.67,1,62,55,2,0,7,11.29,2,2,0,3,37,67,55.49,38,7,18.42,31,81.58,17,14,82.35,3,17.65,6,10.91,294.4,-1.8,84.99,4.32,0.23,1.08,23.8,-1.3,13.72,4.7,2.65,7.32,59.8,-0.6,4.03,4.4,-0.4,2.88,5.2,1.2,2.86,7.98,1.81,4.23
2021-02-12,5,561,215,19,8.84,3,100,0,0,0,0,3,15.79,35,1,2.86,3,65,57,11,1,8,12.31,1,2,1,4,35,61,53.44,37,8,21.62,29,78.38,20,16,80,4,20,6,10.53,299,-48.4,78.44,5.57,0.62,1.89,28.8,-3.2,11.86,5.27,0.88,6.96,59.6,-1.7,4.16,6.2,0.2,3.7,6.2,1.1,2.78,9.45,1.76,4.18
2021-02-13,6,556,158,10,6.33,6,75,2,25,0,0,8,80,3,2,66.67,1,65,61,8,1,4,6.15,0,0,1,3,34,56,53.84,40,6,15,34,85,21,15,71.43,6,28.57,7,11.48,250,-45.4,73.6,5.79,0.66,1.91,20.6,-3.8,12.86,17.24,13.62,28.48,59.8,-1.3,4.21,6.4,0.8,3.78,6,0.3,2.92,9.15,0.57,4.4
2021-02-14,0,547,193,10,5.18,5,100,0,0,0,0,5,50,9,1,11.11,2,67,62,6,1,5,7.46,1,1,0,3,36,58,52.94,42,5,11.9,37,88.1,20,14,70,6,30,5,8.06,221.6,-31.3,58.44,5.81,0.32,1.9,17.2,-4.5,13.31,19.46,7.22,27.21,59,1,2.92,6,1.2,3.67,6.6,-1.1,2.07,10.05,-1.63,3.06
2021-02-15,1,567,193,7,3.63,5,83.33,1,16.67,0,0,6,85.71,10,1,10,1,67,60,5,0,7,10.45,0,0,1,6,35,58,53.73,39,2,5.13,37,94.87,21,15,71.43,6,28.57,5,8.33,197.2,-9,26.35,5.59,-0.43,2.11,13.8,-3,12.32,21.46,-0.51,25.75,59,1.5,2.92,6.4,0.1,3.36,6.2,-0.3,1.64,9.53,-0.65,2.62
2021-02-16,2,599,442,16,3.62,4,100,0,0,0,0,4,25,41,1,2.44,2,65,55,5,0,10,15.38,1,5,0,4,32,58,54.09,33,4,12.12,29,87.88,22,14,63.64,8,36.36,5,9.09,240.2,48.9,114.64,5.52,-1.31,2.18,19.6,1.9,17.14,18.62,-5.75,27.16,59,-0.5,2.92,7,-1.5,2.55,6.8,0.7,2.39,10.35,1.04,3.71
2021-02-17,3,579,330,13,3.94,3,100,0,0,0,0,3,23.08,35,1,2.86,1,58,52,3,0,6,10.34,1,1,2,2,31,60,54.96,30,4,13.33,26,86.67,22,14,63.64,8,36.36,3,5.77,263.2,59.3,119.74,4.54,-0.63,1.19,19.6,9.6,17.14,18.62,-13.63,27.16,58,-2.5,4.3,5.4,-1.1,1.82,6.4,0.9,2.3,9.96,1.63,3.55
2021-02-18,4,585,249,14,5.62,3,100,0,0,0,0,3,21.43,17,1,5.88,1,56,53,4,0,3,5.36,0,1,0,2,32,60,54.15,34,3,8.82,31,91.18,19,14,73.68,5,26.32,3,5.66,281.4,24.9,105.87,4.4,0.12,0.94,22.4,4.1,14.72,6.46,-1.76,3.99,56.4,-2.6,4.39,4.6,-0.6,1.14,6.2,-0.5,2.59,9.8,-0.43,3.78
2021-02-19,5,579,304,11,3.62,4,80,1,20,0,0,5,45.45,29,0,0,0,57,52,4,0,5,8.77,2,1,0,2,31,60,53.73,32,1,3.13,31,96.88,20,14,70,6,30,3,5.77,303.6,2.9,93.63,4.09,0.2,0.87,26.4,1.4,12.76,4.24,-1.66,3.84,54.4,-1.8,3.36,4.2,-0.3,0.84,6.2,-1.1,2.59,10.06,-1.34,3.62
2021-02-20,6,563,192,3,1.56,0,0,0,0,0,0,0,0,6,0,0,0,55,51,3,0,4,7.27,0,1,2,1,31,61,52.65,31,1,3.23,30,96.77,20,14,70,6,30,4,7.84,303.4,-52.6,93.92,3.67,-0.44,1.44,25.6,-7.6,14.1,2.24,-0.77,2.44,52.6,-0.8,1.52,3.8,-0.3,0.84,5.6,-1.3,2.7,9.42,-1.78,3.8
2021-02-21,0,560,210,10,4.76,5,83.33,1,16.67,0,0,6,60,11,0,0,0,55,49,4,0,6,10.91,1,0,0,5,30,61,51.51,29,1,3.45,28,96.55,20,13,65,7,35,4,8.16,257,-29.7,59.24,3.9,-0.24,1.52,19.6,-5.9,12.16,1.75,-1.16,2.62,51.4,-0.8,1.52,3.6,0.1,0.55,4.8,0.1,1.3,8.53,0.31,2.27
2021-02-22,1,583,361,9,2.49,4,80,0,0,1,20,5,55.56,35,0,0,0,54,52,5,0,2,3.7,0,0,1,1,31,60,53.13,32,2,6.25,30,93.75,20,13,65,7,35,4,7.69,263.2,13,69.52,3.61,-0.51,1.65,19.6,1.8,12.16,1.18,-1.18,2.63,51.4,-0.5,1.52,4,0.2,0.71,4,-0.1,1.58,7.2,-0.12,2.82
2021-02-23,2,564,355,11,3.1,4,80,1,20,0,0,5,45.45,21,1,4.76,2,58,51,6,1,7,12.07,1,2,0,4,29,57,53.35,31,1,3.23,30,96.77,20,12,60,8,40,4,7.84,284.4,27.1,79.54,3.11,-0.01,1.2,20.4,1.3,12.08,0.95,0.95,2.13,51,-0.1,1.23,4.4,0.6,1.14,4.8,0.2,1.92,8.54,0.3,3.29
2021-02-24,3,567,293,7,2.39,1,25,2,50,1,25,4,57.14,14,0,0,1,52,46,1,0,6,11.54,1,2,0,3,28,61,54.46,28,2,7.14,26,92.86,18,11,61.11,7,38.89,4,8.7,282.2,34.7,79.02,2.86,0,1.2,17.4,2.6,11.24,0.95,0.48,2.13,49.8,-0.8,2.39,3.8,-0.2,1.92,5,0.5,2,9.1,0.97,3.56
2021-02-25,4,572,204,7,3.43,2,100,0,0,0,0,2,28.57,12,1,8.33,3,49,45,3,0,4,8.16,1,1,0,2,24,53,55.78,26,1,3.85,25,96.15,19,11,57.89,8,42.11,6,13.33,284.6,-8,75.71,3.23,-0.28,0.96,18.6,-1.9,9.97,2.62,1.67,3.8,48.6,-1.4,3.05,3.8,-0.6,1.92,5,0,2,9.28,0.23,3.46
2021-02-26,5,569,279,9,3.23,1,100,0,0,0,0,1,11.11,14,0,0,2,49,43,4,0,6,12.24,3,0,0,3,23,53,53,26,1,3.85,25,96.15,17,10,58.82,7,41.18,4,9.3,298.4,-31.5,64.11,2.93,0.18,0.46,19.2,-5.1,9.47,2.62,0.36,3.8,47.4,-2.4,3.91,3.8,-0.5,1.92,5,0.5,2,9.54,1.32,3.66
2021-02-27,6,562,209,10,4.78,4,66.67,2,33.33,0,0,6,60,8,0,0,3,50,47,7,1,3,6,0,1,0,2,26,55,52.62,28,3,10.71,25,89.29,19,11,57.89,8,42.11,4,8.51,268,-30.6,63.03,3.39,0.42,0.87,13.8,-2.6,4.71,2.62,-0.95,3.8,46.4,-1.1,2.97,4.2,0.5,2.39,5.2,-0.8,1.64,10,-1.14,2.79
2021-02-28,0,562,198,2,1.01,0,0,1,100,0,0,1,50,8,0,0,0,48,46,1,0,2,4.17,0,0,0,2,26,57,53.54,31,4,12.9,27,87.1,15,11,73.33,4,26.67,3,6.52,236.6,-18.5,45.53,2.97,-0.14,1.39,11.2,-1.6,3.03,1.67,-0.83,3.73,45.4,0.2,1.52,3.2,0.4,2.49,4.2,-0.9,1.79,8.42,-1.69,3.48
2021-03-01,1,556,356,5,1.4,1,33.33,2,66.67,0,0,3,60,14,0,0,5,48,43,2,0,5,10.42,0,1,0,4,25,58,54.74,27,4,14.81,23,85.19,16,12,75,4,25,3,6.98,249.2,22.3,68.15,2.77,-0.63,1.55,11.2,-0.2,3.03,1.67,-1.67,3.73,44.8,-0.1,1.79,3.4,-0.5,2.3,4,-0.2,1.58,8.2,-0.36,3.25
2021-03-02,2,569,326,9,2.76,4,80,1,20,0,0,5,55.56,16,0,0,0,47,42,4,0,5,10.64,0,3,0,2,25,60,52.6,27,1,3.7,26,96.3,15,10,66.67,5,33.33,5,11.9,273.6,24.1,69.74,2.64,-0.43,1.51,12,1,3.74,0,0,0,44.2,-0.6,2.17,3.6,-0.5,2.3,4.2,0,1.64,8.69,0.12,3.43
2021-03-03,3,556,287,8,2.79,1,33.33,2,66.67,0,0,3,37.5,11,1,9.09,2,44,38,2,0,6,13.64,0,3,0,3,23,61,51.55,23,2,8.7,21,91.3,15,10,66.67,5,33.33,3,7.89,275.2,28.4,69.98,2.55,-0.22,1.48,11.4,1.4,3.58,1.82,1.82,4.07,43.2,-2.2,3.56,3.2,-0.7,2.39,4.2,0.9,1.64,8.97,2.18,3.83
2021-03-04,4,577,226,6,2.65,3,100,0,0,0,0,3,50,4,0,0,0,41,37,3,0,4,9.76,1,0,1,2,22,59,50.92,23,0,0,23,100,14,9,64.29,5,35.71,3,8.11,278.6,-1.3,66.28,2.12,0.47,0.85,10.6,-1.1,4.78,1.82,0.91,4.07,41.2,-2.3,3.7,2.4,0.4,1.14,4.4,0.5,1.52,9.73,1.44,3.45
2021-03-05,5,556,298,12,4.03,1,33.33,1,33.33,1,33.33,3,25,2,0,0,0,38,34,1,0,4,10.53,2,1,0,1,21,62,51.65,22,0,0,22,100,12,8,66.67,4,33.33,1,2.94,298.6,-21.6,48.61,2.73,0.52,0.93,9.4,-3.6,6.15,1.82,0,4.07,38.8,-2.3,3.7,2.4,-0.3,1.14,4.8,-0.3,0.84,11,-0.07,1.52
2021-03-06,6,554,173,6,3.47,0,0,0,0,0,0,0,0,8,1,12.5,0,35,33,1,0,2,5.71,1,0,0,1,21,64,52.58,22,0,0,22,100,11,7,63.64,4,36.36,1,3.03,262,-29.5,61.71,3.14,0.27,0.59,8.2,-2.5,5.59,4.32,1.59,6.03,36.8,-2.2,3.56,2.2,-0.7,1.3,4.2,-0.8,1.48,10.06,-1.3,2.85
2021-03-07,0,549,166,1,0.6,0,0,0,0,0,0,0,0,6,0,0,0,34,32,1,0,2,5.88,0,1,1,0,22,69,49.66,21,0,0,21,100,11,7,63.64,4,36.36,2,6.25,230,-29.5,61.71,2.71,-0.36,1.3,6.2,-0.6,3.49,4.32,-0.57,6.03,34.8,-1.6,2.59,1.6,-0.4,0.89,3.6,-1,1.67,9.1,-1.96,3.35
2021-03-08,1,566,363,7,1.93,2,100,0,0,0,0,2,28.57,12,1,8.33,0,34,31,2,0,3,8.82,0,0,0,3,19,61,50.48,20,0,0,20,100,11,7,63.64,4,36.36,3,9.68,245.2,14.2,84.44,2.54,-0.49,1.35,6.4,2,3.85,4.17,1.67,5.89,33.4,-1.4,2.3,1.6,-0.2,0.89,3,-0.4,1,8.14,-0.65,2.23
2021-03-09,2,566,349,10,2.87,0,0,1,100,0,0,1,10,12,0,0,1,33,33,2,0,0,0,0,0,0,0,21,64,48.88,21,0,0,21,100,12,8,66.67,4,33.33,3,9.09,269.8,29.2,94.74,2.58,-0.39,1.35,8,2.4,4.24,4.17,-0.42,5.89,32.6,-0.4,1.14,1.4,0.3,0.55,2.2,-0.7,1.48,6.19,-1.8,4.01
2021-03-10,3,559,301,13,4.32,1,50,1,50,0,0,2,15.38,9,0,0,0,36,31,3,0,5,13.89,1,0,0,4,21,68,49.74,22,1,4.55,21,95.45,9,7,77.78,2,22.22,3,9.68,270.4,43.9,94.97,2.64,0.4,1.43,9.4,0.8,2.61,4.17,-2.5,5.89,32,-0.3,1,1.8,0.5,0.84,2.4,0.4,1.82,6.86,1.05,5.07
2021-03-11,4,564,227,6,2.64,3,75,1,25,0,0,4,66.67,3,0,0,2,37,31,6,1,6,16.22,1,2,0,3,22,71,48.84,22,2,9.09,20,90.91,9,6,66.67,3,33.33,3,9.68,281.2,6,83.5,2.47,0.65,1.36,8.4,-0.9,3.91,1.67,-0.83,3.73,31.6,-0.2,0.89,2.8,1.1,1.92,3.2,1,2.39,8.96,2.58,6.46
2021-03-12,5,561,305,8,2.62,2,50,2,50,0,0,4,50,2,0,0,0,34,33,4,0,1,2.94,1,0,0,0,23,70,50.58,25,1,4,24,96,8,6,75,2,25,4,12.12,309,-23.8,53.2,2.88,0.12,0.88,7.6,-2.9,4.83,1.67,-1.67,3.73,31.8,0.2,1.1,3.4,0.8,1.67,3,0.2,2.55,8.37,0.45,6.93
2021-03-13,6,556,195,5,2.56,2,100,0,0,0,0,2,40,5,0,0,0,36,34,3,0,2,5.56,1,0,0,1,25,74,50.76,26,1,3.85,25,96.15,8,6,75,2,25,3,8.82,275.4,-30.4,62.76,3,-0.23,0.75,6.2,-2.1,4.21,0,0,0,32.4,0.4,1.34,3.6,0.3,1.52,2.8,0,2.59,7.72,0.02,7.03
2021-03-14,0,560,182,1,0.55,1,100,0,0,0,0,1,100,5,0,0,1,36,36,2,0,0,0,0,0,0,0,26,72,50.5,27,1,3.7,26,96.3,9,5,55.56,4,44.44,5,13.89,242,-27,58.06,2.54,-0.76,1.34,4.8,-0.6,2.68,0,0,0,33,1.3,2.12,3.6,-0.5,1.52,2.8,-1.4,2.59,7.72,-3.84,7.03
2021-03-15,1,559,359,8,2.23,1,100,0,0,0,0,1,12.5,8,0,0,1,38,33,2,0,5,13.16,0,1,0,4,23,70,53.18,26,3,11.54,23,88.46,7,5,71.43,2,28.57,4,12.12,253.6,14.1,75.86,2.12,-0.29,0.89,4.6,1.3,2.3,0,0,0,33.4,0.7,1.82,3.4,-1,1.67,2.8,-0.3,2.59,7.58,-0.91,6.87
2021-03-16,2,577,374,13,3.48,1,50,0,0,1,50,2,15.38,13,0,0,2,37,31,4,0,6,16.22,1,0,0,5,24,77,51,21,2,9.52,19,90.48,10,6,60,4,40,4,12.9,283,30.2,90.12,2.29,0.14,1.08,6.6,2.5,4.16,0,0,0,33.4,-0.5,1.82,3,-0.1,1,2.8,1.3,2.59,7.58,3.42,6.87
2021-03-17,3,575,276,7,2.54,0,0,2,100,0,0,2,28.57,9,0,0,1,33,29,2,0,4,12.12,1,0,1,2,21,72,51.86,18,1,5.56,17,94.44,11,8,72.73,3,27.27,4,13.79,277.2,35.4,89.28,2.27,0.29,1.07,8,1.6,3.32,0,0,0,32.6,-1.5,2.7,2.6,0,0.89,3.4,1,2.41,9.41,2.93,6.54
2021-03-18,4,591,191,7,3.66,1,50,1,50,0,0,2,28.57,1,0,0,2,31,29,2,0,2,6.45,0,1,0,1,19,66,52.1,18,2,11.11,16,88.89,11,5,45.45,6,54.55,4,13.79,276.4,-6.5,90.21,2.49,0.65,1.24,7.2,-0.7,4.49,0,0,0,31.6,-1.8,2.97,2.4,0,0.89,3.4,0.3,2.41,9.59,1.19,6.42
2021-03-19,5,581,300,9,3,0,0,0,0,0,0,0,0,2,0,0,0,29,27,0,0,2,6.9,1,0,0,1,17,63,51.3,17,1,5.88,16,94.12,10,6,60,4,40,3,11.11,300,-30.1,73.17,2.98,0.17,0.61,6.6,-2.4,5.03,0,0,0,29.8,-1.4,2.28,2,-0.6,1.41,3.8,-1,1.79,10.97,-2.23,4.2
2021-03-20,6,597,189,8,4.23,3,100,0,0,0,0,3,37.5,12,0,0,0,31,31,4,0,0,0,0,0,0,0,20,65,51.77,21,0,0,21,100,10,6,60,4,40,4,12.9,266,-34.6,78.22,3.38,0.2,0.64,7.4,-0.9,5.6,0,0,0,29.4,-0.2,1.67,2.4,-0.2,1.67,2.8,-1.4,2.28,8.34,-3.77,6.16
2021-03-21,0,586,160,4,2.5,2,100,0,0,0,0,2,50,6,0,0,0,33,31,2,0,2,6.06,0,0,1,1,20,65,50.9,22,1,4.55,21,95.45,9,6,66.67,3,33.33,3,9.68,223.2,-23.4,61.01,3.19,0.05,0.75,6,0.5,4.64,0,0,0,29.4,0.6,1.67,2,0.2,1.41,2,-0.6,1.41,6.31,-1.86,4.3
2021-03-22,1,597,366,6,1.64,3,100,0,0,0,0,3,50,6,0,0,0,35,32,4,0,3,8.57,1,1,0,1,24,75,50.09,22,1,4.55,21,95.45,10,5,50,5,50,3,9.38,241.2,21,87.85,3.01,-0.45,1.01,5.4,1.4,4.34,0,0,0,30,1,2,2.4,0.6,1.67,1.8,0.2,1.1,5.6,0.34,3.27
2021-03-23,2,585,296,8,2.7,2,100,0,0,0,0,2,25,7,0,0,0,33,29,1,0,4,12.12,2,0,0,2,20,69,48.69,23,2,8.7,21,91.3,6,3,50,3,50,2,6.9,262.2,16.9,85.37,2.81,-0.32,0.94,6.6,0.4,3.58,0,0,0,30,0.5,2,2.2,0.2,1.79,2.2,0.7,1.48,6.73,1.9,4.42
2021-03-24,3,606,211,4,1.9,0,0,0,0,0,0,0,0,11,0,0,0,30,29,1,0,1,3.33,0,0,0,1,20,69,48,24,2,8.33,22,91.67,5,3,60,2,40,2,6.9,244.4,18,84.79,2.59,-0.45,1.01,8.4,-0.1,2.88,0,0,0,30.4,-0.6,1.34,2.4,-0.7,1.52,2,0.4,1.58,6.02,1.27,4.67
2021-03-25,4,601,220,9,4.09,2,66.67,0,0,1,33.33,3,33.33,0,0,0,1,33,31,4,0,2,6.06,1,0,0,1,19,61,49.16,26,2,7.69,24,92.31,5,4,80,1,20,2,6.45,250.6,-3.5,80.76,2.57,0.34,0.96,6,-0.7,3.94,0,0,0,30.4,-0.3,1.34,2.4,0.1,1.52,2.4,-0.2,1.14,7.23,-0.52,3.3
2021-03-26,5,557,97,7,7.22,4,66.67,2,33.33,0,0,6,85.71,1,0,0,1,35,33,4,0,2,5.71,0,0,0,2,21,64,49.97,26,2,7.69,24,92.31,7,4,57.14,3,42.86,3,9.09,238,-61.4,100.85,3.51,1.26,2.28,5,-1.7,4.53,0,0,0,30.8,0.4,1.79,2.8,0.3,1.64,2.4,-0.4,1.14,7.16,-1.18,3.34
2021-03-27,6,566,268,4,1.49,2,100,0,0,0,0,2,50,8,0,0,0,36,35,3,0,1,2.78,0,0,0,1,22,63,48.8,27,2,7.41,25,92.59,8,4,50,4,50,3,8.57,218.4,-17,76.28,3.48,0.29,2.31,5.4,-0.8,4.72,0,0,0,31.4,1.6,2.61,2.6,0.7,1.52,2,-0.5,1.23,6,-1.63,3.71
2021-03-28,0,567,141,4,2.84,2,100,0,0,0,0,2,50,6,0,0,0,39,37,4,0,2,5.13,0,2,0,0,23,62,50.76,29,1,3.45,28,96.55,8,4,50,4,50,4,10.81,187.4,-9.2,67.9,3.51,-0.07,2.3,5.2,-0.2,4.66,0,0,0,33,2,3.16,3.2,0.5,1.3,1.6,0.1,0.55,4.6,0.03,1.46
2021-03-29,1,585,353,8,2.27,3,75,1,25,0,0,4,50,11,0,0,2,40,34,3,0,6,15,1,1,0,4,21,62,51.88,25,2,8,23,92,9,4,44.44,5,55.56,4,11.76,215.8,31,101.58,3.58,-0.8,2.24,5.2,2.7,4.66,0,0,0,34,1,2.24,3.6,-0.2,0.55,2.6,0.8,1.95,6.94,1.73,4.69
2021-03-30,2,584,273,9,3.3,3,75,1,25,0,0,4,44.44,11,0,0,0,37,33,3,0,4,10.81,0,0,0,4,21,64,51.36,24,2,8.33,22,91.67,9,4,44.44,5,55.56,3,9.09,226.4,43.7,104.84,3.42,-0.71,2.23,7.4,2.3,4.16,0,0,0,34.4,-0.1,1.67,3.4,-0.2,0.55,3,0.9,2,7.89,2.24,4.94
2021-03-31,3,577,248,4,1.61,1,100,0,0,0,0,1,25,7,0,0,0,34,28,1,0,6,17.65,1,1,0,4,19,68,51.54,20,2,10,18,90,8,5,62.5,3,37.5,2,7.14,256.6,9.2,76.04,2.3,0.07,0.78,8.6,0.3,2.3,0,0,0,33.4,-1.8,3.36,2.8,-0.5,1.1,3.8,1.2,2.28,10.27,3.54,6.32
2021-04-01,4,582,210,10,4.76,1,100,0,0,0,0,1,10,0,0,0,0,29,27,1,0,2,6.9,1,1,0,0,17,63,50.41,19,2,10.53,17,89.47,8,5,62.5,3,37.5,2,7.41,245,3.3,78.26,2.96,0.32,1.19,7,-1.6,4.53,0,0,0,31.8,-2.6,4.21,2.4,-0.8,1.34,4,0,2,11.1,0.62,5.28
2021-04-02,5,581,256,8,3.13,4,100,0,0,0,0,4,50,2,0,0,0,32,30,5,0,2,6.25,0,0,0,2,17,57,51.6,21,2,9.52,19,90.48,9,6,66.67,3,33.33,3,10,268,-25.7,52.82,3.01,0.32,1.19,6.2,-2.9,5.07,0,0,0,30.4,-1.4,3.05,2.6,0.2,1.67,4,-1,2,11.32,-2.14,4.98
2021-04-03,6,570,183,5,2.73,0,0,0,0,0,0,0,0,12,0,0,1,32,32,2,0,0,0,0,0,0,0,18,56,51.34,25,2,8,23,92,7,5,71.43,2,28.57,3,9.38,234,-17.2,36.67,3.11,0.04,1.14,6.4,-0.3,5.32,0,0,0,30,0,2.55,2.4,0.2,1.67,2.8,-1.2,2.28,8.32,-3.3,6.5
2021-04-04,0,552,79,5,6.33,2,40,2,40,1,20,5,100,8,0,0,0,34,29,2,0,5,14.71,0,0,2,3,17,59,51.21,24,1,4.17,23,95.83,5,4,80,1,20,3,10.34,195.2,-36.5,71.34,3.71,0.74,1.85,5.8,1.4,4.82,0,0,0,29.2,0.7,1.92,2.2,0.3,1.64,3,-0.4,2.45,9.1,-1.28,7.08
2021-04-05,1,568,334,5,1.5,1,100,0,0,0,0,1,20,6,0,0,0,30,26,1,0,4,13.33,0,0,1,3,15,58,54.23,21,2,9.52,19,90.48,5,4,80,1,20,2,7.69,212.4,7.1,94.01,3.69,-0.33,1.88,5.6,1.8,4.78,0,0,0,28.8,-0.3,2.39,2.2,-0.3,1.64,2.6,0.7,1.95,8.24,2.13,5.95
2021-04-06,2,584,295,11,3.73,2,66.67,0,0,1,33.33,3,27.27,8,0,0,0,30,28,4,0,2,6.67,1,0,0,1,15,54,51.96,22,2,9.09,20,90.91,6,4,66.67,2,33.33,2,7.14,229.4,22.9,100.9,3.48,0,1.79,7.2,0.6,3.63,0,0,0,29,-1,2.24,2.8,-0.3,1.64,2.6,0.4,1.95,8.19,1.42,5.96
